source,company,adress,tel,url,data,NG,架電日①,先方担当者,ステータス,感触・NEXTアクション,重複判定（0以外は架電不可）
マイナビ19,学校法人柏芳学園豊四季幼稚園,千葉県,04-7169-4152,http://www.toyoshiki-kids.jp/recruitsite/index.php<br/>,,,,,,,0
ハロワ,株式会社 アールエコ 東京支店,千葉県,04-7170-0228,,支店長 大本 孝志,,,,,,0
ハロワ,社会福祉法人 円融会 特別養護老人ホーム 船形サルビア荘,千葉県,04-7170-0355,,理事長 前川 知量,,,,,,0
ハロワ,社会福祉法人 アゼリー,千葉県,04-7170-1417,,理事長：來栖 宏二,,,,,,0
ハロワ,有限会社 もがみ,千葉県,04-7170-5605,,,,,,,,0
ハロワ,株式会社レオパレス２１ あずみ苑 ラ・テラス逆井,千葉県,04-7170-7821,,代表取締役：深山 英世,,,,,,0
ハロワ,有限会社 オーテクノフィールド,千葉県,04-7170-8285,,代表取締役 五十嵐 大輔,,,,,,0
ハロワ,株式会社ユニマットリタイアメント・コミュニティ 柏中原ケアセンターそよ風,千葉県,04-7170-8341,,渡邊 信義,,,,,,0
ハロワ,医療法人社団 碧水会 誠和クリニック,千葉県,04-7171-2350,,白井 一也（院長）,,,,,,0
ハロワ,株式会社 ながせ,千葉県,04-7172-0435,,代表取締役 三室 美砂子,,,,,,0
ハロワ,安部産業 株式会社,千葉県,04-7172-1101,,代表取締役 安部 憲一郎,,,,,,0
キャリタス19,株式会社柏洋,千葉県,04-7173-0450,,,,,,,,0
ハロワ,株式会社昭和物産 柏本店<br/> ＊,千葉県,04-7173-1335,,,,,,,,0
ハロワ,株式会社 シュンインターナショナル,千葉県,04-7173-2595,,代表取締役 佐藤 俊孝,,,,,,0
ハロワ,株式会社 シュンインターナショナル,千葉県,04-7173-4133,,代表取締役 佐藤 俊孝,,,,,,0
ハロワ,天伸株式会社 柏工場,千葉県,04-7174-6571,,代表取締役社長：小宮山 記祥,,,,,,0
ハロワ,医療法人社団よつ葉会 介護老人保健施設 さかき光陽,千葉県,04-7174-7028,,理事長 脇坂 正美,,,,,,0
ハロワ,株式会社 雅みやび塗装,千葉県,04-7174-8815,,代表取締役 片岸 雅弘,,,,,,0
ハロワ,有限会社 いなり建設,千葉県,04-7175-1309,,石井 秀明,,,,,,0
ハロワ,医療法人社団清風会 平野医院,千葉県,04-7175-2222,,理事長 平野 清,,,,,,0
ハロワ,筋本シール<br/> Ｒ０１,千葉県,04-7175-2890,,代表：筋本 孝司,,,,,,0
ハロワ,有限会社 ひまわりネットワーク ＊,千葉県,04-7175-5658,,代表取締役 三宅宏一,,,,,,0
ハロワ,イーストグローハウジング 株式会社 ＊,千葉県,04-7175-9741,,代表取締役：福田 俊夫,,,,,,0
ハロワ,株式会社 アンテック,千葉県,04-7176-0220,,代表取締役 最首 猛,,,,,,0
ハロワ,有限会社 和幸ビルサービス,千葉県,04-7176-6372,,代表取締役 阿部 和利,,,,,,0
ハロワ,社会福祉法人創仁会 東葛医療福祉センター 光陽園,千葉県,04-7176-7710,,理事長：中村 仁,,,,,,0
ハロワ,株式会社 マザアス,千葉県,04-7176-8711,,代表取締役 吉田 肇,,,,,,0
ハロワ,医療法人社団愛友会 介護老人保健施設ハートケア流山,千葉県,04-7178-2200,,中村 康彦,,,,,,0
ハロワ,有限会社 エール,千葉県,04-7178-3035,,代表取締役 岡村 佳恵,,,,,,0
ハロワ,株式会社レオパレス２１ あずみ苑 駒木台,千葉県,04-7178-4897,,代表取締役：深山 英世,,,,,,0
ハロワ,エビハラ管機 株式会社,千葉県,04-7178-5601,,代表取締役 海老原 誠佳,,,,,,0
ハロワ,ＡＧＯ株式会社,千葉県,04-7178-5620,,代表取締役 天野博,,,,,,0
ハロワ,株式会社 マザーライク<br/> 〒,千葉県,04-7178-6655,,代表取締役 三田 達也,,,,,,0
ハロワ,敬誠 株式会社,千葉県,04-7179-0100,,代表取締役 馬渡 増賢,,,,,,0
ハロワ,株式会社 アマダミヤチ,千葉県,04-7180-9923,,代表取締役社長 辻岡 寿康,,,,,,0
ハロワ,医療法人社団聖仁会 我孫子聖仁会病院,千葉県,04-7181-1100,,理事長：杉山 雅英,,,,,,0
ハロワ,エビハラ管機 株式会社,千葉県,04-7181-2052,,代表取締役 海老原 誠佳,,,,,,0
ハロワ,株式会社川島コーポレーション 有料老人ホームサニーライフ北柏 ＊,千葉県,04-7181-3600,,代表取締役 川島 輝雄,,,,,,0
ハロワ,もり整形外科クリニック,千葉県,04-7181-6333,,森 勇樹,,,,,,0
ハロワ,システムスリーテン 株式会社,千葉県,04-7181-7174,,代表取締役 鈴木 孝明,,,,,,0
ハロワ,有限会社アイケア,千葉県,04-7181-8002,,齋藤 敦,,,,,,0
ハロワ,サンライズ・エンジニアリング株式会社,千葉県,04-7181-8222,,代表取締役社長 馬場 弘,,,,,,0
ハロワ,一般社団法人 我孫子ゴルフ倶楽部,千葉県,04-7182-0111,,理事長：富田 浩安,,,,,,0
ハロワ,アビコ西武観光 株式会社<br/> ＊,千葉県,04-7182-0486,,,,,,,,0
ハロワ,レストラン コ・ビアン（小熊 覚三郎）,千葉県,04-7182-1002,,小熊 覚三郎,,,,,,0
ハロワ,医療法人社団葵会 介護老人保健施設葵の園・我孫子,千葉県,04-7182-1165,,理事長：新谷 幸義,,,,,,0
マイナビ転職,一條電気工業株式会社,千葉県,04-7182-4031,,,,,,,,0
ハロワ,有限会社 エービーコンビニエンス<br/>（セブンイレブン我孫子天王台２丁目店）,千葉県,04-7182-5507,,木村 恵一,,,,,,0
ハロワ,株式会社 東我孫子カントリークラブ,千葉県,04-7182-8257,,代表取締役：手塚 寛,,,,,,0
ハロワ,株式会社 第一メンテナンス,千葉県,04-7183-1213,,代表取締役 佐藤 昇,,,,,,0
ハロワ,バスリエ 株式会社<br/> ＊,千葉県,04-7183-3252,,松永 武,,,,,,0
ハロワ,日本テクニカルシステム株式会社 我孫子営業所 ＊,千葉県,04-7183-3571,,小林,,,,,,0
ハロワ,株式会社 セレス,千葉県,04-7183-5711,,秋田 毅,,,,,,0
ハロワ,医療法人緑生会 あびこスマイルデンタル クリニック,千葉県,04-7183-8048,,院長 大山 尚郎,,,,,,0
ハロワ,医療法人緑生会 あびこクリニック,千葉県,04-7184-0675,,橋本 明,,,,,,0
ハロワ,株式会社 シンシア,千葉県,04-7184-0888,,代表取締役社長 松坂 幸洋,,,,,,0
ハロワ,学校法人エーデル学園 エーデル幼稚園,千葉県,04-7184-4804,,須藤 英華,,,,,,0
ハロワ,医療法人社団康喜会 東葛辻仲病院,千葉県,04-7184-9988,,理事長 高澤 逸雄,,,,,,0
ハロワ,我孫子市役所 高齢者支援課,千葉県,04-7185-1111,,星野順一郎,,,,,,0
ハロワ,医療法人社団聖和会 天王台消化器病院,千葉県,04-7185-1199,,理事長：渡邉 和義,,,,,,0
ハロワ,株式会社ニッチュー 我孫子工場,千葉県,04-7185-1321,,代表取締役 平塚 勝朗,,,,,,0
ハロワ,上村建設工業 株式会社,千葉県,04-7185-2121,,代表取締役：上村 英生,,,,,,0
ハロワ,株式会社 エース商会,千葉県,04-7185-2201,,代表取締役：寺内 正巳,,,,,,0
ハロワ,ホテルマークワン 株式会社 ＊,千葉県,04-7186-1717,,上村 英生,,,,,,0
ハロワ,株式会社 斎藤英次商店,千葉県,04-7186-6701,,代表取締役 斎藤 大介,,,,,,0
ハロワ,株式会社 日本技能教育機構,千葉県,04-7186-7388,,代表取締役 牧野 敬一,,,,,,0
ハロワ,株式会社 クオリティー,千葉県,04-7186-7510,,代表取締役：大竹 智久,,,,,,0
ハロワ,株式会社ジョイフル北日本 ジョイフル千葉我孫子店,千葉県,04-7187-7700,,店長 永井 健一,,,,,,0
ハロワ,株式会社 東進ビルシステム,千葉県,04-7188-1511,,代表取締役：小池 喜之,,,,,,0
ハロワ,Ｄ．Ｐ．Ｐ．株式会社 ＊,千葉県,04-7188-5151,,代表取締役 東野 眞輔,,,,,,0
ハロワ,日建ホーム 株式会社<br/>,千葉県,04-7188-5222,,代表取締役社長 塩毛 康弐,,,,,,0
ハロワ,株式会社 ツクイ 千葉圏,千葉県,04-7188-6515,,代表取締役 津久井 宏,,,,,,0
リクナビ19,社会福祉法人八幡会,千葉県,04-7188-7771,,,,,,,,0
リクナビ19,学校法人岐山学園,千葉県,04-7189-0231,,,,,,,,0
キャリタス19,医療法人社団創造会,千葉県,04-7189-1111,,,,,,,,0
ハロワ,医療法人社団 創造会<br/> ＊,千葉県,04-7189-1545,,理事長 土井紀弘,,,,,,0
ハロワ,シグマトロン株式会社 柏支店,千葉県,04-7189-7911,,代表取締役 高山 允伯,,,,,,0
ハロワ,介護福祉サービス 株式会社,千葉県,04-7189-8316,,春木 淳一,,,,,,0
マイナビ19,株式会社日立物流首都圏,千葉県,04-7189-8835,http://www.hitachi-transportsystem.com/jp/metropolitan/,,,,,,,0
ハロワ,ＮＰＯ法人Ｇ．Ｈ．ネットワーク 生活ホーム和気あいあい,千葉県,04-7189-8927,,理事長 吉田 勇,,,,,,0
ハロワ,日本物流システム 株式会社,千葉県,04-7190-0262,,代表取締役 能塚 博行,,,,,,0
リクナビ19,有限会社エスエヌ金型,千葉県,04-7190-0515,,,,,,,,0
ハロワ,有限会社 エスエヌ金型,千葉県,04-7190-0515,,代表取締役 砂永 大,,,,,,0
ハロワ,株式会社 アミット・テン,千葉県,04-7190-1121,,代表取締役 富士川 太一,,,,,,0
ハロワ,沼南廃棄物処理協業組合,千葉県,04-7190-3153,,代表理事 関 秀一,,,,,,0
ハロワ,社会福祉法人葵新生会 特別養護老人ホーム あおいの里・柏,千葉県,04-7190-4001,,理事長 新谷正子,,,,,,0
ハロワ,株式会社 丸栄,千葉県,04-7190-5111,,代表取締役 諏訪 丈晴,,,,,,0
ハロワ,ＮＰＯ法人 カモミール,千葉県,04-7190-5879,,代表理事 笠井 和代,,,,,,0
ハロワ,有限会社 徳橋建装<br/>,千葉県,04-7191-0093,,徳橋 常次,,,,,,0
ハロワ,南信重機興業 株式会社,千葉県,04-7191-2100,,中沢守,,,,,,0
ハロワ,滝送電 株式会社,千葉県,04-7191-2707,,代表取締役：瀧 正明,,,,,,0
キャリタス19,社会福祉法人桐友学園,千葉県,04-7191-3391,,,,,,,,0
ハロワ,南信重機興業 株式会社,千葉県,04-7191-4000,,中沢守,,,,,,0
ハロワ,社会福祉法人 桐友学園<br/> ＊,千葉県,04-7191-5277,,理事長 佐藤嘉二,,,,,,0
ハロワ,有限会社 沼南清掃<br/> ＊,千葉県,04-7191-5674,,代表取締役：川上 良ニ,,,,,,0
ハロワ,株式会社 沼南モータース,千葉県,04-7191-6651,,代表取締役 戸辺 誠,,,,,,0
ハロワ,永和産業 株式会社,千葉県,04-7191-7091,,代表取締役社長 塗木賢治,,,,,,0
ハロワ,社会福祉法人あいみ福祉会 あいみ保育園,千葉県,04-7191-8161,,理事長 清水 博志,,,,,,0
ハロワ,トーテツ 株式会社<br/> ＊,千葉県,04-7191-8246,,本田 育功,,,,,,0
リクナビ19,社会福祉法人高柳福祉会,千葉県,04-7192-0324,,,,,,,,0
マイナビ19,株式会社ジェーソン,千葉県,04-7192-2040,http://www.jason.co.jp/,,,,,,,0
ハロワ,株式会社 ジェーソン,千葉県,04-7192-2040,,代表取締役 太田 万三彦,,,,,,0
ハロワ,千葉リース工業 株式会社,千葉県,04-7192-2193,,清水 一弘,,,,,,0
ハロワ,株式会社稲葉製作所 柏工場 ＊,千葉県,04-7192-2611,,工場長：寺西 正浩,,,,,,0
ハロワ,摂津ロジスティクス 株式会社<br/> ＊,千葉県,04-7192-3900,,代表取締役 伊藤 高之,,,,,,0
ハロワ,株式会社 ＬＵＣＫ<br/>わんわんコインランドリー 柏店,千葉県,04-7192-4110,,代表取締役 武田 憲暁,,,,,,0
ハロワ,株式会社 結,千葉県,04-7192-6461,,木村 マユミ,,,,,,0
ハロワ,特定非営利活動法人 はなみずき,千葉県,04-7192-6511,,理事長 成島 仁,,,,,,0
-,セントロイスコーポレーション,千葉県,04-7192-6670,,,,,,,,0
ハロワ,あおば歯科（松浦 智）,千葉県,04-7192-7111,,代表 松浦 智,,,,,,0
ハロワ,みずき通商 株式会社<br/>,千葉県,04-7192-7800,,代表取締役 東 寛,,,,,,0
ハロワ,株式会社 早川技研,千葉県,04-7192-8022,,代表取締役 早川 武志,,,,,,0
-,ジェーソン,千葉県,04-7193-0911,,,,,,,,0
ハロワ,柏栄工業 株式会社,千葉県,04-7193-0955,,代表取締役：近藤 義和,,,,,,0
ハロワ,沼南タクシー 有限会社<br/> ＊,千葉県,04-7193-2468,,代表取締役：石戸 泰弘,,,,,,0
ハロワ,株式会社 ケイティー ＊,千葉県,04-7193-2581,,代表取締役：関口 直樹,,,,,,0
ハロワ,株式会社 ケーワイケー,千葉県,04-7193-7022,,代表取締役 永嶋 克久,,,,,,0
ハロワ,株式会社 興和工業,千葉県,04-7193-8330,,代表 室星 恵子,,,,,,0
ハロワ,アルフレッサファーマ株式会社 千葉工場,千葉県,04-7196-1151,,代表取締役 島田 浩一,,,,,,0
ハロワ,株式会社 大森精工,千葉県,04-7196-1491,,代表取締役 池田 一秀,,,,,,0
マイナビ19,株式会社加貫ローラ製作所,千葉県,04-7196-1710,http://www.katsura-roller.co.jp,,,,,,,0
ハロワ,株式会社 三共運輸,千葉県,04-7196-2095,,代表取締役 北野 勝常,,,,,,0
ハロワ,日本サラダ株式会社,千葉県,04-7196-2155,,代表取締役 佐藤 義弘,,,,,,0
ハロワ,中央紙工 株式会社,千葉県,04-7196-5122,,代表取締役 櫻井 義昭,,,,,,0
ハロワ,株式会社 トッキュウ 関東営業所,千葉県,04-7196-5571,,代表取締役 工藤 修二,,,,,,0
ハロワ,社会福祉法人 佰和会<br/>特別養護老人ホーム 関宿ナーシングビレッジ,千葉県,04-7196-5588,,代表 野口 佳春,,,,,,0
ハロワ,行政書士法人 アイサポート総合法務事務所,千葉県,04-7196-6921,,,,,,,,0
ハロワ,株式会社 Ｂｒｉｇｈｔ Ｌｉｇｈｔ,千葉県,04-7196-7814,,代表取締役：菅澤 恵美,,,,,,0
ハロワ,ＮＥＲ企画（中川 淳一）,千葉県,04-7197-0115,,中川 淳一,,,,,,0
ハロワ,株式会社大興 柏営業所,千葉県,04-7197-1413,,代表取締役社長：岡田 大,,,,,,0
ハロワ,株式会社 内田工業,千葉県,04-7197-1436,,代表取締役：内田 正俊,,,,,,0
キャリタス19,社会福祉法人あかぎ万葉,千葉県,04-7197-2666,,,,,,,,0
ハロワ,一般財団法人 日本医療輸出協力機構,千葉県,04-7197-3421,,代表理事 前田 清貴,,,,,,0
ハロワ,株式会社 ビーワイピー,千葉県,04-7197-3941,,代表取締役 趙 宝,,,,,,0
ハロワ,日本メディカルケアマネジメント 株式会社,千葉県,04-7197-4021,,代表取締役 宮崎 圭生,,,,,,0
リクナビ19,社会福祉法人青葉会,千葉県,04-7197-4080,,,,,,,,0
ハロワ,社会福祉法人青葉会,千葉県,04-7197-4080,,理事長：松井 宏昭,,,,,,0
エン・ジャパン,株式会社ImplotAgent,千葉県,04-7197-5005,,,,,,,,0
ハロワ,日本空調 株式会社,千葉県,04-7197-5964,,代表取締役 藤江 侑司,,,,,,0
ハロワ,株式会社 マザーライク<br/> 〒,千葉県,04-7197-6056,,代表取締役 三田 達也,,,,,,0
ハロワ,社会福祉法人 高砂福祉会<br/> 〒,千葉県,04-7197-7239,,篠塚 雅之,,,,,,0
ハロワ,医療法人社団 感・即・動,千葉県,04-7197-7602,,理事長 康本征史,,,,,,0
Yahooファイナンス,ナノキャリア株式会社,千葉県,04-7197-7621,,,,,,,,0
ハロワ,有限会社 芝田自動車,千葉県,04-7198-0514,,代表取締役 芝田 司郎,,,,,,0
ハロワ,高砂機器株式会社,千葉県,04-7198-1175,,代表取締役 岩津 亀夫,,,,,,0
ハロワ,サンエーテクノス 株式会社,千葉県,04-7198-2350,,新井 修,,,,,,0
ハロワ,スリーエイ化学株式会社,千葉県,04-7198-4130,,代表取締役 丸山知昭,,,,,,0
ハロワ,有限会社古関製作所,千葉県,04-7198-4501,,古関 真一,,,,,,0
ハロワ,有限会社 森本商事,千葉県,04-7198-5536,,森本 啓司,,,,,,0
ハロワ,株式会社 アートビジネス印刷,千葉県,04-7198-5855,,北原 和夫,,,,,,0
ハロワ,株式会社ショウエイ 野田工場,千葉県,04-7198-8731,,,,,,,,0
ハロワ,医療法人社団千輝会 我孫子おがわ眼科,千葉県,04-7199-2127,,小川 学,,,,,,0
ハロワ,荏原環境プラント 株式会社,千葉県,04-7199-2150,,代表取締役 大井 敦夫,,,,,,0
ハロワ,株式会社 縁グループ,千葉県,04-7199-2741,,代表取締役 波多野 良太郎,,,,,,0
ハロワ,株式会社 ライフユニット アニマート くれよん,千葉県,04-7199-3331,,代表取婦役 飯塚 剛史,,,,,,0
ハロワ,レコードブック柏松葉町 株式会社ＳＩＴＩＡ,千葉県,04-7199-7167,,代表取締役：石川 貴朗,,,,,,0
ハロワ,株式会社クオリティー こどもプラス柏教室,千葉県,04-7199-7350,,代表取締役：大竹 智久,,,,,,0
ハロワ,株式会社 ＦａｉｒＭｅｄｉｃａｌ,千葉県,04-7199-7460,,ナワズ アサド,,,,,,0
エン・ジャパン,株式会社清長,千葉県,04-7199-7471,,,,,,,,0
ハロワ,株式会社 東京フード 本部,千葉県,04-7199-7505,,代表取締役 栗田 英人,,,,,,0
ハロワ,社会福祉法人 よつば,千葉県,04-7199-7931,,理事長：佐藤 尚文,,,,,,0
ハロワ,ＮＰＯ法人 花華,千葉県,04-7199-8772,,佐藤 安代,,,,,,0
ハロワ,桑原電気 株式会社,千葉県,04-7199-8866,,代表取締役 桑原 隆宣,,,,,,0
ハロワ,株式会社 ライフユニット アニマート くれよん,千葉県,04-7199-9100,,代表取婦役 飯塚 剛史,,,,,,0
ハロワ,株式会社 Ｓ・Ｋ・Ｒ,千葉県,04-7199-9771,,代表取締役 久慈 雅士,,,,,,0
キャリタス19,社会福祉法人パーソナル・アシスタンスとも,千葉県,04-7304-8808,,,,,,,,0
ハロワ,医療法人社団 寿光会 松戸牧の原病院<br/> Ｒ００Ｓ,千葉県,04-7311-3166,,理事長 作田 美緒子,,,,,,0
ハロワ,アイ・エス・ガステム 株式会社,千葉県,04-7429-2106,,石井 誠一,,,,,,0
マイナビ19,社会福祉法人高砂福祉会,千葉県,04‐7197‐7239,http://www.tksg.ed.jp/,,,,,,,0
